2015;1;1;15800;114.000;5.07;
2015;1;1;15600;9.000;9.79;
2015;1;1;12800;32.483;9.71;
2015;1;1;15600;53.000;9.90;
2015;1;1;12800;13.055;10.39;
2015;1;1;15300;46.000;7.42;
2015;1;1;15400;123.000;7.74;
2015;1;1;15700;140.000;7.97;
2015;1;1;12400;19.711;16.31;
2015;1;1;15400;65.000;7.99;
2015;1;1;12100;2.093;3.19;
2015;1;1;15300;65.000;6.93;
2015;1;1;12500;21.812;25.89;
2015;1;1;12700;30.200;4.56;
2015;1;1;12400;12.125;16.31;
2015;1;1;12200;28.008;26.92;
2015;1;1;12300;14.156;20.91;
2015;1;1;12500;1.798;25.27;
2015;1;1;15100;133.000;7.55;
2015;1;1;12200;16.620;25.83;
2015;1;1;12600;4.906;37.76;
2015;1;1;15300;100.000;7.33;
2015;1;1;15400;16.000;7.99;
2015;1;1;15100;1.000;7.55;
2015;1;1;15700;32.000;8.10;
2015;1;1;15500;87.000;13.97;
2015;1;1;15300;102.000;7.03;
2015;1;1;12500;8.845;24.01;
2015;1;1;12500;5.635;24.70;
2015;1;1;12400;1.800;16.31;
2015;1;1;12300;26.595;19.71;
2015;1;1;15400;75.000;7.99;
2015;1;1;12600;31.609;36.02;
2015;1;1;12300;18.420;19.71;
2015;1;1;12600;13.392;36.40;
2015;1;1;15800;74.000;5.07;
2015;1;1;12500;2.723;25.27;
2015;1;1;12700;7.213;4.56;
2015;1;1;12400;12.231;16.31;
2015;1;1;15200;36.000;66.94;
2015;1;1;12800;16.446;9.71;
2015;1;1;15400;48.000;7.99;
2015;1;1;12500;24.851;24.08;
2015;1;1;15300;100.000;7.33;
2015;1;1;15200;101.000;66.94;
2015;1;1;12800;18.596;9.71;
2015;1;2;12200;32.702;26.92;
2015;1;2;12800;0.360;9.71;
2015;1;2;15200;47.000;71.46;
2015;1;2;12500;10.445;25.27;
2015;1;2;15100;10.000;7.55;
2015;1;2;15100;77.000;7.55;
2015;1;2;15300;17.000;7.33;
2015;1;2;15100;66.000;7.61;
2015;1;2;12700;13.249;4.69;
2015;1;2;12600;23.945;37.76;
2015;1;2;15600;138.000;9.44;
2015;1;2;12700;22.381;4.33;
2015;1;2;15500;99.000;14.93;
2015;1;2;15200;132.000;66.94;
2015;1;2;15200;25.000;62.36;
2015;1;2;15500;60.000;15.79;
2015;1;2;12100;4.077;3.19;
2015;1;2;12200;11.911;26.92;
2015;1;2;15600;121.000;9.79;
2015;1;2;15700;27.000;7.97;
2015;1;2;15600;127.000;9.79;
2015;1;2;12100;13.805;3.17;
2015;1;2;12500;22.394;26.25;
2015;1;2;15300;107.000;7.04;
2015;1;2;12100;13.216;3.08;
2015;1;2;15600;6.000;9.85;
2015;1;2;12200;20.046;26.92;
2015;1;2;12700;4.786;4.56;
2015;1;2;15600;99.000;9.79;
2015;1;2;12300;30.860;19.71;
2015;1;2;12200;17.705;26.92;
2015;1;2;15800;74.000;4.87;
2015;1;2;12100;8.002;3.39;
2015;1;2;15200;119.000;66.94;
2015;1;2;15500;27.000;14.93;
2015;1;2;15400;18.000;7.99;
2015;1;2;15600;111.000;10.16;
2015;1;2;15800;81.000;5.07;
2015;1;2;12400;20.756;16.31;
2015;1;2;12200;8.880;26.92;
2015;1;2;15200;52.000;71.65;
2015;1;2;15600;44.000;9.55;
2015;1;2;15100;143.000;7.55;
2015;1;2;15700;121.000;7.88;
2015;1;2;15800;14.000;5.16;
2015;1;2;15700;19.000;7.97;
2015;1;2;12700;7.651;4.56;
2015;1;2;12700;27.837;4.56;
2015;1;2;15300;11.000;7.33;
2015;1;3;15100;21.000;7.98;
2015;1;3;15700;130.000;7.97;
2015;1;3;15500;87.000;14.93;
2015;1;3;15500;113.000;14.93;
2015;1;3;15400;109.000;7.99;
2015;1;3;15400;44.000;7.99;
2015;1;3;15400;68.000;7.77;
2015;1;3;15400;95.000;7.91;
2015;1;3;15200;7.000;66.94;
2015;1;3;12400;11.002;16.86;
2015;1;3;15600;26.000;9.79;
2015;1;3;15200;103.000;66.94;
2015;1;3;12800;32.473;9.71;
2015;1;3;12600;25.676;37.76;
2015;1;3;15700;61.000;7.97;
2015;1;3;15200;127.000;66.94;
2015;1;3;12300;11.530;19.71;
2015;1;3;15100;76.000;7.55;
2015;1;3;15600;21.000;9.79;
2015;1;3;15300;150.000;7.33;
2015;1;3;15700;112.000;7.97;
2015;1;3;12700;8.963;4.56;
2015;1;3;12200;5.457;26.49;
2015;1;3;12600;15.499;37.76;
2015;1;3;12700;8.751;4.56;
2015;1;3;12200;15.398;26.92;
2015;1;3;15500;150.000;14.39;
2015;1;3;15600;111.000;9.79;
2015;1;3;12700;28.028;4.56;
2015;1;3;15700;94.000;8.43;
2015;1;3;12100;21.176;3.40;
2015;1;3;15300;119.000;7.33;
2015;1;3;12300;27.534;18.61;
2015;1;3;12300;8.608;19.71;
2015;1;3;15800;138.000;5.07;
2015;1;3;12200;4.769;26.92;
2015;1;3;15100;115.000;7.55;
2015;1;3;15500;11.000;14.93;
2015;1;3;12500;11.311;25.27;
2015;1;3;15200;53.000;66.94;
2015;1;3;15100;23.000;7.16;
2015;1;3;15300;126.000;7.04;
2015;1;3;15700;61.000;7.97;
2015;1;3;12700;32.816;4.80;
2015;1;3;15400;58.000;7.99;
2015;1;3;15700;73.000;7.97;
2015;1;5;12700;20.650;4.47;
2015;1;5;12600;22.402;38.04;
2015;1;5;15200;12.000;66.94;
2015;1;5;15700;118.000;7.97;
2015;1;5;15700;94.000;8.22;
2015;1;5;15300;58.000;7.33;
2015;1;5;15400;43.000;7.99;
2015;1;5;15500;84.000;14.93;
2015;1;5;15300;57.000;7.33;
2015;1;5;15400;53.000;7.99;
2015;1;5;15800;13.000;5.07;
2015;1;5;12600;20.826;37.76;
2015;1;5;15300;115.000;7.33;
2015;1;5;15800;89.000;5.07;
2015;1;5;12500;22.882;26.49;
2015;1;5;12400;8.122;16.31;
2015;1;5;12200;19.818;27.63;
2015;1;5;15700;28.000;7.81;
2015;1;5;12400;25.954;15.35;
2015;1;5;12600;24.667;37.69;
2015;1;5;15400;103.000;8.53;
2015;1;5;12800;14.105;9.71;
2015;1;5;12600;32.073;37.76;
2015;1;5;12800;14.311;9.71;
2015;1;5;12300;27.026;19.71;
2015;1;5;15200;88.000;66.94;
2015;1;5;12200;6.121;27.46;
2015;1;5;12400;7.290;16.31;
2015;1;5;12400;4.969;16.31;
2015;1;5;15800;35.000;5.30;
2015;1;5;12600;29.761;38.73;
2015;1;5;12100;15.448;3.19;
2015;1;5;15600;124.000;9.35;
2015;1;5;15500;33.000;15.45;
2015;1;6;15400;133.000;7.99;
2015;1;6;12200;19.859;28.10;
2015;1;6;15300;113.000;7.33;
2015;1;6;12500;4.491;25.40;
2015;1;6;12200;11.565;26.92;
2015;1;6;15600;45.000;10.00;
2015;1;6;15700;47.000;7.97;
2015;1;6;12600;24.007;40.37;
2015;1;6;12700;26.976;4.56;
2015;1;6;15200;132.000;66.94;
2015;1;6;12500;22.195;25.27;
2015;1;6;15700;101.000;7.97;
2015;1;6;15400;8.000;7.99;
2015;1;6;12300;15.694;19.71;
2015;1;6;15500;78.000;15.45;
